#{"t_start": 1775311599.7773807, "env_id": "None"}
-1.867143,20,32.926324
6.835,20,32.967889
-14.497143,20,33.008122
-8.71,17,33.042407
7.161667,20,33.083407
-70.53,20,33.120975
-7.4,20,33.158145
-7.4,20,33.199595
-1.01,16,33.228857
-31.935263,20,33.265426
20.453667,20,33.307547
-73.046,16,33.337878
-1.907857,20,33.379793
9.957143,20,33.419689
-16.07,19,33.453794
6.974107,20,33.495108
6.634667,20,33.532349
-16.1675,17,33.567916
-70.228214,20,33.608001
1.756,20,33.646053
-16.746667,20,33.692445
-33.175211,20,33.731808
0.2625,20,33.772732
-39.822833,20,33.812342
25.062946,20,33.851278
-1.932321,20,33.892344
-3.606667,20,33.933447
13.833333,20,33.970833
9.293333,20,34.010955
-38.737316,20,34.050282
-20.526632,20,34.088264
4.75125,20,34.128214
11.025393,20,34.167426
5.054333,20,34.208691
-28.823,13,34.233831
-7.4,20,34.271042
-1.9,20,34.311492
-7.03,1,34.313437
2.663333,20,34.35176
-5.900211,15,34.380185
-22.371,20,34.419914
-2.635,20,34.459511
13.343036,20,34.498845
1.7,20,34.538923
0.49,17,34.571563
7.5375,20,34.611875
-7.69,3,34.618319
11.705857,20,34.658042
2.558857,20,34.695009
25.373214,20,34.737053
8.259568,20,34.774973
-7.03,1,34.776333
-1.365263,20,34.817609
-18.992667,20,34.856394
13.066667,20,34.895748
-8.097263,20,34.937217
5.992679,20,34.974844
-6.8,20,35.013998
18.833786,20,35.056609
3.1,20,35.099825
-7.4,20,35.141754
-18.243333,20,35.181355
-6.498,20,35.220705
17.632,3,35.228872
-7.4,20,35.268284
5.5,20,35.308592
-79.146667,20,35.348421
-0.3875,20,35.385677
3.58,20,35.425327
-0.555,20,35.466638
-7.03,1,35.467971
1.958857,20,35.506993
-9.01,7,35.519854
18.7475,20,35.560822
10.795,20,35.598656
17.8625,20,35.637632
-41.473333,20,35.676907
-20.001158,20,35.713215
-10.99,13,35.739753
-7.03,1,35.741012
2.856667,20,35.779427
-7.480893,20,35.82008
-10.643333,20,35.861511
3.910714,20,35.900931
1.101333,20,35.943008
5.261607,20,35.982874
19.000714,17,36.016
11.861786,20,36.058649
4.025714,2,36.061642
-8.154333,20,36.101316
-8.468421,20,36.139187
-24.863333,20,36.180607
28.165923,20,36.218986
22.352393,20,36.260622
21.665804,20,36.298948
-21.821429,20,36.339195
5.769667,20,36.381047
-10.435714,20,36.420155
-21.221429,20,36.460953
-10.831429,20,36.500022
-10.55,20,36.538658
7.488839,20,36.583459
-0.159474,20,36.625917
2.814667,20,36.667751
-10.663684,20,36.722069
-15.097143,20,36.765829
-0.107895,20,36.807641
0.96,20,36.847156
15.384972,20,36.88908
0.583333,20,36.932179
0.35,20,36.97173
1.151429,20,37.009879
5.285,20,37.05294
16.473214,20,37.098263
-4.010179,20,37.13757
-9.36,20,37.175505
-22.912857,20,37.213198
-23.3,20,37.253581
-0.153333,20,37.294437
-21.45,20,37.336372
-34.674,20,37.37404
10.97375,20,37.416463
-1.556,10,37.437735
10.142607,20,37.475602
8.188,16,37.508629
-9.258667,20,37.548043
-15.097143,20,37.590325
-8.9,20,37.636762
6.131429,20,37.679028
-44.586667,20,37.721571
-1.9,20,37.762705
6.870333,20,37.804234
3.338036,20,37.843452
-62.983333,20,37.883868
1.118452,20,37.92626
17.520536,20,37.965603
2.436333,20,38.006085
-7.36,2,38.009497
9.936,20,38.046935
-16.41,20,38.085068
3.227167,20,38.127353
-5.52,20,38.167239
-21.45,20,38.210933
-21.45,20,38.250766
-5.045,20,38.291063
15.558667,20,38.333569
-10.6,20,38.371942
15.786667,20,38.416333
20.86,14,38.444245
-20.85,20,38.482551
2.97,20,38.523136
-148.752,20,38.561632
-7.4,20,38.599334
-21.55,20,38.641344
5.752,20,38.6819
-18.017333,20,38.721559
6.691667,20,38.760581
-7.4,20,38.797675
29.862946,20,38.839965
-5.116667,20,38.876426
9.75875,20,38.913047
-12.9965,20,38.95451
-61.140804,20,38.99269
-82.983333,20,39.034364
-65.915,20,39.072421
0.154333,20,39.111984
-0.1675,20,39.154106
2.547857,2,39.156878
-3.973333,20,39.197948
-11.696339,20,39.241106
-92.506316,20,39.279474
-4.66,20,39.319686
8.221429,20,39.362532
8.221429,20,39.404983
8.221429,20,39.448063
1.935357,20,39.490967
-0.364105,20,39.528387
-38.855368,20,39.57112
10.420714,20,39.611765
-2.570667,20,39.654073
-21.45,20,39.695
1.3755,20,39.734817
-13.496339,20,39.777543
19.29625,20,39.816225
8.901333,20,39.856027
-10.38,11,39.880012
6.942,20,39.922181
13.313333,20,39.966108
-2.901429,20,40.005702
2.341429,20,40.045998
-9.588036,20,40.087162
8.201339,20,40.127017
-7.415,20,40.171231
-13.496339,20,40.212597
1.317738,20,40.254801
-0.955,20,40.294431
1.25875,20,40.336448
2.518333,20,40.378575
-5.803333,20,40.417248
2.4,20,40.457045
-7.756,20,40.502972
-52.343333,20,40.545432
-11.109263,20,40.586989
12.466667,20,40.626703
-13.5965,20,40.669886
-36.718211,20,40.713172
1.0325,20,40.752939
-7.4,20,40.793522
1.317738,20,40.834816
-31.864632,20,40.880619
-7.15,20,40.922004
-6.8,20,40.96101
-9.6,20,41.002344
6.521399,20,41.052512
-27.63925,20,41.092996
-6.8,20,41.132994
-6.8,20,41.175503
-7.4,20,41.222955
-12.687,20,41.267418
-45.035368,20,41.335499
-2.420333,20,41.384726
-6.424746,20,41.431287
-22.79,20,41.470372
12.65625,20,41.512502
-7.4,20,41.561573
-1.9,20,41.607115
-7.4,20,41.647011
-15.097143,20,41.688851
-27.052105,20,41.733371
6.95375,20,41.776199
-4.845263,20,41.817895
-3.574,20,41.85803
-7.4,20,41.898478
-7.4,20,41.941567
12.466667,20,41.984026
15.378482,20,42.028154
15.378482,20,42.068587
-7.4,20,42.110428
-7.756,20,42.153123
-7.156,20,42.195818
-6.952679,20,42.241865
-13.287,20,42.282568
-9.813333,20,42.32701
-7.4,20,42.369127
-7.4,20,42.410106
-11.391333,20,42.731821
-7.4,20,42.772809
1.9475,20,42.810615
-7.4,20,42.852051
-21.45,20,42.894216
3.4875,20,42.939186
10.380268,20,42.980957
12.413333,20,43.019799
0.206667,20,43.06463
6.7175,20,43.10647
-13.228571,20,43.146395
-67.736071,20,43.185549
-1.944643,20,43.229172
11.788571,20,43.27123
10.458667,20,43.312359
-8.9,20,43.359878
21.917857,20,43.402529
3.0,20,43.440525
-15.097143,20,43.4824
5.475,20,43.523504
8.688839,20,43.567562
-21.45,20,43.607424
-7.4,20,43.644708
-8.754333,20,43.687253
-9.643333,20,43.72944
16.5925,20,43.776734
-21.45,20,43.815454
22.62,20,43.857402
-3.1805,20,43.899449
3.94,20,43.940339
-2.732,20,43.984239
21.60625,20,44.023905
19.287321,20,44.064269
-5.926429,20,44.101637
10.4725,20,44.139264
-27.052105,20,44.181463
-6.446748,20,44.222996
2.1,20,44.261891
13.313333,20,44.303551
15.16,2,44.306785
-13.287,20,44.348152
-14.828,20,44.388962
-12.687,20,44.428405
-19.449286,20,44.467266
19.59625,20,44.509062
0.806577,20,44.548855
3.4875,20,44.58954
-7.4,20,44.627512
-2.950833,20,44.667081
11.326667,20,44.709169
9.54,20,44.750275
-10.99,13,44.777465
19.530982,20,44.820479
-7.4,20,44.858206
-7.4,20,44.898381
-11.391333,20,44.939508
-7.4,20,44.979695
5.276667,20,45.021682
-0.865333,20,45.062511
-7.4,20,45.102959
-19.742857,20,45.142879
1.233333,20,45.183159
-21.45,20,45.225109
-21.45,20,45.266098
-9.612143,20,45.308733
-8.752857,20,45.349397
7.703571,20,45.389327
-11.416429,20,45.429977
-19.449286,20,45.470165
-7.4,20,45.510029
-7.4,20,45.549413
13.64125,20,45.588492
5.05625,20,45.629844
14.153333,20,45.671079
18.570982,20,45.714554
-12.64,18,45.748047
-61.501429,20,45.79004
1.183333,20,45.833211
-9.333333,20,45.873362
-5.752679,20,45.917637
11.532589,20,45.959578
20.767333,14,45.987951
-7.4,20,46.027989
-7.4,20,46.066507
-6.8,20,46.104136
12.472333,20,46.14499
7.86,20,46.184661
-0.359375,20,46.226282
-15.113333,20,46.268426
-13.287,20,46.308365
8.309333,20,46.353397
2.892,20,46.393279
10.140391,20,46.43733
-4.757321,20,46.478445
-7.4,20,46.518541
2.891845,20,46.561199
-12.412105,20,46.600109
11.334211,20,46.641095
2.685833,20,46.681329
9.92,20,46.720558
1.9,20,46.76504
9.886786,20,46.804825
-3.976212,20,46.845557
0.007833,20,46.885324
-10.08,20,46.9254
5.182143,20,46.969475
-12.992143,20,47.009312
-7.4,20,47.049658
-7.4,20,47.08825
3.388393,20,47.127
0.63,20,47.170184
-7.4,20,47.207478
-9.591333,20,47.251549
12.466667,20,47.292238
-7.4,20,47.331205
4.204,20,47.376141
-7.4,20,47.415078
4.926607,20,47.45651
12.413333,20,47.498401
2.893929,20,47.53951
-6.158,20,47.58169
-4.108929,20,47.621476
-7.36,2,47.624063
11.9,20,47.666801
2.133333,20,47.707145
-3.0705,20,47.747179
-2.193423,20,47.790491
20.79625,20,47.830925
-14.157368,20,47.872361
-9.200526,20,47.914002
10.266667,20,47.952923
9.732589,20,47.996197
11.606667,20,48.034948
11.532589,20,48.079602
-7.4,20,48.11763
-7.4,20,48.155627
9.132589,20,48.19921
11.023167,20,48.238855
-7.4,20,48.279552
-21.45,20,48.320388
0.85,20,48.362989
9.542167,20,48.406096
-22.79,20,48.444951
4.951833,20,48.485445
3.1755,20,48.525246
6.249167,20,48.565573
-4.85,20,48.609485
-7.4,20,48.647854
-7.4,20,48.687157
2.5,20,48.727773
3.316667,20,48.768072
9.732589,20,48.812175
13.585333,20,48.852813
-19.449286,20,48.894187
9.732589,20,48.934461
0.614737,20,48.974919
10.57,20,49.017795
-7.4,20,49.056634
0.85,20,49.097595
-7.4,20,49.136068
4.046667,20,49.176952
5.770667,20,49.218915
13.932589,20,49.261409
-1.685,20,49.305445
2.677643,20,49.34931
11.532589,20,49.390014
-6.3125,20,49.43276
-3.691,20,49.472986
-21.45,20,49.514178
-27.0,20,49.551841
-4.5265,11,49.573321
4.869821,20,49.615026
-13.5965,20,49.656513
-13.5965,20,49.696783
5.182143,20,49.739114
4.644,20,49.779063
13.908929,20,49.821614
4.582143,20,49.862108
5.66,20,49.90055
-1.293423,20,49.944307
-7.4,20,49.984386
44.006667,12,50.008953
-7.755664,20,50.05231
-7.4,20,50.090384
13.914732,20,50.133425
1.427167,20,50.172897
-3.598833,20,50.21425
9.732589,20,50.2572
5.621,20,50.297518
12.565321,20,50.341449
0.865333,20,50.385132
12.132589,20,50.426205
-6.8,20,50.469546
17.37625,20,50.508862
23.2,15,50.543161
-7.4,20,50.582478
-7.4,20,50.622854
-7.4,20,50.663255
28.053333,11,50.68363
-7.4,20,50.720837
-7.4,20,50.764414
-7.4,20,50.802052
-6.8,20,50.842267
-9.774737,20,50.88328
4.55,20,50.922225
-13.5965,20,50.965243
-12.408929,20,51.00431
9.581833,20,51.050077
-7.4,20,51.091432
6.037768,20,51.131492
1.317167,20,51.173673
-22.79,20,51.214959
-37.708421,20,51.258787
-3.805625,20,51.324301
8.086786,20,51.375286
-13.191821,20,51.414704
4.752333,20,51.45461
-2.887833,20,51.498334
-51.438895,20,51.538598
-3.773053,20,51.580612
23.22,20,51.622969
-1.534,20,51.664174
4.732857,20,51.704629
-24.176429,20,51.746152
-3.020833,20,51.787975
-7.4,20,51.828236
-7.4,20,51.867583
10.456429,20,51.906868
4.12,20,51.950379
10.538833,20,51.992487
-5.6,20,52.03285
-7.4,20,52.075285
39.310625,11,52.09937
-7.18,20,52.140436
-14.368929,20,52.183768
-13.932632,20,52.22245
-6.106786,20,52.264072
36.683571,18,52.303269
8.966667,20,52.344682
16.523214,20,52.390475
-2.785833,20,52.43301
-0.393333,20,52.473444
2.471071,4,52.484166
-7.4,20,52.524656
-7.4,20,52.565104
32.796637,11,52.587317
-7.4,20,52.627912
-21.45,20,52.66786
-6.2,20,52.709707
45.336667,6,52.722969
8.7875,20,52.76408
-9.3,20,52.806581
-3.4825,20,52.847643
-0.446833,20,52.888397
20.430982,20,52.932643
-4.738571,20,52.970814
-7.4,20,53.012931
-33.729263,20,53.327432
-1.046833,20,53.36803
-19.449286,20,53.40994
-29.593895,20,53.45252
11.525,20,53.493315
42.53625,14,53.523601
44.90625,17,53.561419
-12.456,20,53.601661
1.317167,20,53.643644
-7.047143,20,53.682309
2.1875,20,53.72435
3.733333,20,53.764808
0.256494,20,53.803022
-3.495667,20,53.845518
-10.66,12,53.868527
-7.4,20,53.909086
-0.681333,20,53.951509
-7.4,20,53.989149
21.952143,11,54.00891
-7.4,20,54.050756
-3.598833,20,54.088262
-7.4,20,54.129839
-7.4,20,54.168274
-18.305667,20,54.207521
-7.008929,20,54.250067
1.3755,20,54.291061
5.59875,20,54.33412
-11.37,14,54.366212
13.42,20,54.405323
-7.4,20,54.445708
25.87,13,54.469908
-2.8,20,54.510177
-7.4,20,54.550573
-19.097789,20,54.590517
7.066577,18,54.629543
1.3475,20,54.672114
-12.53,20,54.710626
45.68625,17,54.747284
45.68625,17,54.780771
45.68625,17,54.81532
-1.197667,20,54.856244
-7.4,20,54.895923
22.0725,20,54.934902
-7.4,20,54.976561
4.072857,20,55.015121
17.19,20,55.056079
5.306577,20,55.09603
-0.889,20,55.136213
29.96,5,55.148091
-0.772,20,55.187829
7.091964,20,55.226536
31.16,6,55.237914
2.789137,13,55.266483
-4.543333,11,55.288894
-5.143333,11,55.312934
4.787833,20,55.353236
-37.565526,20,55.396154
-78.263929,20,55.437378
-5.746316,20,55.477333
-7.4,20,55.515132
-9.299286,20,55.555935
40.171726,6,55.568971
-13.388571,20,55.610076
12.4725,20,55.651593
-7.4,20,55.693207
45.44625,19,55.734596
0.206577,20,55.777974
-7.065263,20,55.818369
10.12,20,55.860451
-1.76,20,55.901279
37.966667,11,55.924797
-0.477679,20,55.966183
-7.4,20,56.006817
-37.708421,20,56.048493
-10.005684,20,56.089751
10.6775,20,56.131108
2.849137,11,56.153547
-7.4,20,56.194815
12.901673,20,56.235771
-2.785833,20,56.276558
-7.4,20,56.31929
-7.4,20,56.35836
4.379137,10,56.381498
-13.287,20,56.425368
3.509137,9,56.443131
-7.4,20,56.481052
-3.487,20,56.522688
-7.4,20,56.561242
-0.45,20,56.604488
-2.053667,20,56.644906
32.35,5,56.657975
32.35,5,56.66853
-7.4,20,56.708659
-29.593895,20,56.749885
-2.784667,20,56.790979
-7.4,20,56.833748
0.276,20,56.873013
7.827585,20,56.915942
-25.929,20,56.957357
19.38875,20,56.996668
-7.4,20,57.038297
19.162143,14,57.065081
-17.163994,20,57.107235
17.842143,18,57.145574
18.832143,15,57.176634
-3.495667,20,57.21932
-3.598833,20,57.259122
1.3755,20,57.300056
-7.4,20,57.341799
36.948482,11,57.365026
16.382143,10,57.38839
29.34,12,57.417034
-3.292,20,57.459119
-4.01125,20,57.501949
-8.69,20,57.543347
46.792887,15,57.575184
1.650667,20,57.613851
4.068,20,57.656307
-5.335,20,57.693092
2.849137,11,57.71574
2.709833,20,57.760528
-7.4,20,57.800221
-70.3125,20,57.843893
1.415333,20,57.885432
-60.242857,20,57.923118
-7.4,20,57.964083
6.576842,20,58.003367
-9.083684,20,58.047699
-0.355,20,58.088363
-7.4,20,58.126271
-0.955,20,58.169145
-10.026316,20,58.209023
-1.220833,20,58.250603
9.335833,20,58.289605
-11.369474,20,58.329944
13.866071,20,58.376015
7.189286,20,58.417316
2.422,20,58.460082
-7.4,20,58.500763
-37.708421,20,58.544352
-7.4,20,58.583436
-7.4,20,58.624153
-28.5365,20,58.668802
-7.4,20,58.710643
38.598482,6,58.725725
-2.992167,20,58.771068
38.598482,6,58.783303
-7.4,20,58.829396
21.142143,8,58.847066
-7.4,20,58.891813
10.395167,20,58.931087
3.435,20,58.975725
-7.4,20,59.013992
-16.407143,20,59.053555
42.544018,13,59.086058
28.62,16,59.118762
4.496167,20,59.160872
9.732143,20,59.203173
2.014167,20,59.245131
-7.4,20,59.288635
-7.4,20,59.327487
-33.578833,20,59.371217
-2.895667,20,59.413145
32.35,5,59.424063
-7.4,20,59.462325
27.02,6,59.476835
5.6605,20,59.515355
27.35,5,59.528678
27.35,5,59.539677
-7.4,20,59.583113
36.516667,5,59.594202
-27.052105,20,59.636595
-7.4,20,59.677985
-11.357895,20,59.718193
-1.026786,20,59.761329
-13.641579,20,59.805788
6.551167,20,59.847227
6.369667,20,59.890315
-4.173667,20,59.928367
-22.105158,20,59.968262
-44.123684,20,60.009026
44.51625,12,60.034538
35.984732,11,60.057403
9.711833,20,60.100261
36.516667,5,60.10966
-8.226,20,60.150178
-60.24375,20,60.192735
-3.495667,20,60.234523
-3.495667,20,60.275754
-7.4,20,60.318783
-7.4,20,60.358931
-0.166842,20,60.404438
47.12625,5,60.414781
-12.85,20,60.455358
3.25,20,60.496902
-1.071667,20,60.536305
-7.4,20,60.574972
17.58875,20,60.618251
8.236667,12,60.641809
8.716577,13,60.672374
9.422857,20,60.712836
8.716577,13,60.738923
-35.169474,20,60.782351
9.376577,11,60.809785
-7.4,20,60.848879
46.28625,7,60.861145
18.675263,20,60.901379
14.305,20,60.94577
-7.4,20,60.986795
-3.495667,20,61.031829
-29.593895,20,61.075044
-17.979263,20,61.116721
-7.4,20,61.158205
21.43125,20,61.197752
-7.4,20,61.241563
-7.4,20,61.290373
-27.052105,20,61.353401
11.026577,6,61.369156
4.2075,20,61.413006
11.026577,6,61.427834
-11.392632,20,61.468281
10.12,20,61.509481
11.026577,6,61.525963
10.696577,7,61.54184
5.774333,20,61.580864
47.12625,5,61.590802
-7.4,20,61.637651
6.4675,20,61.67685
-33.87,5,61.685863
15.13,9,61.703664
14.8,10,61.725766
14.14,12,61.75489
-18.436316,20,61.795235
-7.4,20,61.838063
28.756667,15,61.870036
3.345833,20,61.91127
25.316667,5,61.92218
-2.134667,20,61.968936
-7.4,20,62.006953
-78.8175,20,62.052466
19.676667,8,62.069408
-7.4,20,62.107129
16.09,17,62.145399
14.933929,20,62.18637
-8.6725,20,62.22617
-13.025714,20,62.269629
-13.016786,20,62.313107
-6.523929,20,62.359724
-0.7225,20,62.402569
-8.6725,20,62.442071
-7.4,20,62.486362
12.56125,20,62.527992
0.728333,20,62.57156
-1.492,20,62.611734
8.013333,20,62.652041
0.045,20,62.696834
-0.656,20,62.736961
-5.922,20,62.782884
-27.39,20,62.820101
3.895833,20,62.860406
-44.123684,20,62.903166
-13.183571,20,62.944409
12.806667,20,62.989534
-12.922,20,63.032451
-7.4,20,63.073103
19.57125,20,63.114192
-7.4,20,63.152652
-7.4,20,63.195755
-7.4,20,63.233876
-9.32875,20,63.271952
6.55375,20,63.314725
10.486667,20,63.358284
-2.0575,20,63.40034
2.379667,20,63.442287
9.416833,20,63.486004
22.07875,20,63.528647
1.8675,20,63.56829
-7.4,20,63.61006
13.09125,20,63.648322
2.55,20,63.69013
-0.446833,20,64.010893
5.06,20,64.050774
13.932589,20,64.091136
-8.152679,20,64.134159
3.159821,20,64.17795
-9.68,20,64.225366
-7.4,20,64.266179
16.410982,20,64.311685
-2.005,20,64.351826
-10.056,20,64.396312
-0.833333,20,64.440839
-24.176429,20,64.481331
39.251588,17,64.517479
12.66,20,64.557998
9.534333,20,64.598362
9.451167,20,64.640942
-10.44,20,64.681062
-13.287,20,64.724566
-13.287,20,64.766674
-13.287,20,64.808304
-13.932632,20,64.850381
-27.052105,20,64.891409
-7.554333,20,64.930731
-27.052105,20,64.973627
14.305804,20,65.014233
19.23625,20,65.057623
16.25125,20,65.097285
44.67625,20,65.139912
1.125,20,65.181014
11.372333,20,65.222132
3.08,20,65.266735
-15.035263,20,65.309472
-34.365789,20,65.352471
10.237768,20,65.394413
1.50875,20,65.440254
13.75,20,65.482699
-0.6,20,65.523633
-12.084,20,65.567482
7.5585,20,65.608601
31.915714,14,65.641056
-10.868,20,65.680673
-1.095,20,65.719789
-0.961,20,65.762922
5.108125,20,65.806382
14.7625,20,65.848846
2.070167,20,65.890261
14.400333,20,65.930527
-7.4,20,65.971664
3.2375,20,66.012638
6.79,20,66.057282
6.0125,20,66.099221
-3.1,20,66.140088
20.632143,15,66.173446
56.175179,7,66.185275
34.425833,16,66.216262
11.2775,20,66.257853
14.2495,20,66.298006
25.766667,5,66.310344
7.6625,20,66.351693
-7.03,1,66.356073
4.325,20,66.400647
-7.4,20,66.439455
11.987667,20,66.481579
21.541429,20,66.520886
-2.5,20,66.560194
-1.4,20,66.604262
9.8215,20,66.643999
32.35,5,66.654118
15.05125,20,66.694288
21.07375,20,66.733433
32.02,6,66.747085
11.479464,20,66.79157
29.653571,5,66.802269
1.679167,20,66.841039
6.7645,20,66.881768
-11.391333,20,66.923779
29.653571,5,66.93391
-46.125536,20,66.977102
7.2,20,67.019334
18.18125,20,67.059881
6.7575,20,67.101414
38.778482,6,67.116484
-69.9475,20,67.15941
-7.27,9,67.180158
30.5,10,67.198727
12.101333,20,67.241669
9.213333,20,67.286166
46.31625,10,67.310077
-7.4,20,67.349674
1.317167,20,67.394957
-1.575,20,67.439079
1.317167,20,67.480324
-7.4,20,67.521281
32.35,5,67.530975
32.35,5,67.541138
10.690833,20,67.581692
23.11625,8,67.599525
-72.588571,20,67.638636
6.3055,20,67.678406
9.785714,20,67.720958
19.94,15,67.75215
-9.36,20,67.790974
8.145167,20,67.8327
10.394,20,67.871959
8.673167,20,67.914408
22.072143,7,67.930387
37.243214,7,67.945223
37.904732,7,67.958318
31.4,20,68.000563
-7.4,20,68.040154
-7.4,20,68.078605
-56.5275,20,68.121237
-7.4,20,68.161707
8.9865,20,68.200816
-4.18,20,68.242901
11.051167,20,68.282326
-27.052105,20,68.324271
0.107,20,68.36445
-11.432842,20,68.406402
-7.4,20,68.45135
-13.713333,20,68.492064
5.387333,20,68.536008
-7.4,20,68.574911
12.579,20,68.619191
-7.4,20,68.659415
-7.4,20,68.698523
-5.842857,20,68.74139
10.82,20,68.783098
16.1755,20,68.825285
-7.4,20,68.865944
-7.4,20,68.906183
-40.307895,20,68.950398
-3.598833,20,68.98903
-7.4,20,69.031071
-7.4,20,69.069556
-7.4,20,69.108051
-7.4,20,69.151271
-0.955,20,69.192059
7.6625,20,69.233692
19.110982,20,69.276081
2.77,20,69.316974
3.655,20,69.362429
-7.266667,20,69.405415
11.8775,20,69.455847
28.093571,17,69.4935
12.571167,20,69.534993
5.514023,20,69.579767
15.6925,20,69.621647
38.59,12,69.649345
13.771321,20,69.690473
5.746333,20,69.72957
-3.952679,20,69.775072
9.9425,20,69.816828
13.311833,20,69.860922
-7.4,20,69.900449
1.917167,20,69.941965
-3.952679,20,69.986278
11.7425,20,70.028214
12.9425,20,70.071787
9.25625,20,70.114245
11.976667,20,70.155794
8.7875,20,70.199507
-7.265,20,70.238289
-5.78,20,70.282396
-68.91,20,70.322198
14.7725,20,70.367417
2.693684,20,70.411405
19.065149,20,70.455844
9.2215,20,70.501823
-4.18,20,70.545152
-12.14,20,70.589906
-1.758036,20,70.633023
-9.382105,20,70.676413
-2.853333,20,70.715323
-11.678947,20,70.75749
12.933333,20,70.801586
4.545167,20,70.841569
17.266667,20,70.885698
12.401458,20,70.927486
0.895996,20,70.969276
20.430982,20,71.01181
9.476,20,71.06782
11.472632,20,71.113134
13.3925,20,71.155546
5.633333,20,71.198778
19.53125,20,71.242149
-29.085667,20,71.293213
-3.334667,20,71.355341
2.6205,20,71.401071
-7.4,20,71.443266
1.194737,20,71.483664
-8.35,5,71.493405
6.423863,20,71.536846
-11.391333,20,71.579165
-17.52,20,71.623754
-11.44875,20,71.664972
