#{"t_start": 1775311599.7773807, "env_id": "None"}
8.613333,20,71.709643
-12.64875,20,71.750353
13.964981,20,71.79109
9.9425,20,71.835156
11.381833,20,71.875558
4.582143,20,71.918038
5.218177,20,71.958657
9.213333,20,71.999439
12.666667,20,72.043541
-4.552679,20,72.083502
-3.515047,20,72.126207
55.605179,10,72.146104
13.932589,20,72.187236
-0.8,20,72.230577
22.012143,9,72.251495
-8.52,20,72.292587
16.309554,20,72.335323
-7.058947,20,72.376891
-7.4,20,72.417045
0.385,20,72.461954
-5.387368,20,72.503987
42.02625,15,72.539126
0.809137,19,72.58125
3.633333,20,72.622755
-14.484,20,72.667056
29.053333,6,72.680655
41.23,5,72.690512
-12.456,20,72.734842
31.438125,9,72.75349
-17.789368,20,72.794472
7.097679,16,72.828333
-5.746667,20,72.874138
-20.365,20,72.916234
-20.365,20,72.960436
-7.4,20,72.999739
-20.539368,20,73.043129
-3.598833,20,73.086178
-80.7775,20,73.126359
8.7425,20,73.169328
35.808482,13,73.195165
14.953684,20,73.236914
41.51625,16,73.273429
28.768667,16,73.305982
45.89625,12,73.330991
-2.64,4,73.338749
29.0925,15,73.37386
-9.364737,20,73.414325
12.413333,20,73.459942
5.009,20,73.500664
-5.81125,20,73.540728
25.65,9,73.561063
12.22,20,73.605293
30.566667,17,73.641949
38.0935,5,73.651312
31.226667,15,73.6854
-0.110818,20,73.727574
6.38,20,73.772177
12.0875,20,73.814222
3.1755,20,73.855357
46.88625,7,73.871491
6.1755,20,73.912479
-10.626316,20,73.952654
40.105,5,73.965475
0.3875,20,74.009675
9.685,20,74.051353
-2.1375,20,74.095397
25.37,11,74.115493
2.746667,19,74.156562
3.345167,20,74.20342
5.7275,20,74.250001
6.611645,20,74.294526
-27.052105,20,74.33976
5.2225,20,74.38952
36.516667,5,74.401442
-12.821579,20,74.450487
-27.052105,20,74.499875
4.6025,20,74.540642
0.001167,20,74.580285
10.899107,20,74.624635
-3.505,20,74.91853
16.1,20,74.959885
6.946333,20,75.000684
2.23,20,75.041392
1.0425,20,75.082097
-12.64875,20,75.124744
8.163393,20,75.166807
-17.681579,20,75.20892
3.003444,20,75.252265
-8.2,20,75.291972
19.301288,20,75.334611
-13.554962,20,75.377809
44.06625,11,75.402319
37.94,9,75.422255
46.40625,11,75.448307
-1.7,20,75.490225
18.607509,20,75.534606
5.738833,20,75.575219
-7.4,20,75.61574
46.64625,9,75.634736
5.873167,20,75.674905
32.291167,15,75.704576
10.245,20,75.747516
32.068667,6,75.762897
46.64625,9,75.781696
46.64625,9,75.799285
-1.295,20,75.843468
4.3,20,75.885283
4.7,20,75.928537
21.133333,14,75.958785
-2.1375,20,76.001186
22.665883,15,76.031781
11.69,17,76.068408
1.9575,20,76.107551
38.545,12,76.134155
-9.34,8,76.150163
8.7425,20,76.192282
19.53625,20,76.238354
36.6075,11,76.256973
-1.798833,20,76.297183
11.1425,20,76.341281
16.302669,20,76.385003
19.890982,20,76.431527
8.174333,20,76.476399
17.847321,20,76.518118
-7.4,20,76.559378
-2.998833,20,76.59947
12.546548,20,76.642644
8.9865,20,76.683187
3.5,20,76.723622
2.68,20,76.766323
-5.533333,20,76.806488
11.526667,20,76.851777
14.266667,20,76.892402
17.806,18,76.929353
4.925,20,76.973041
36.067293,19,77.01339
9.490327,20,77.057752
46.702,6,77.068007
9.4225,20,77.10892
4.848214,20,77.151045
1.952679,20,77.195676
1.318333,20,77.235975
8.7425,20,77.279082
8.7425,20,77.322079
2.442425,20,77.366137
9.4,20,77.408413
10.913,20,77.453954
5.585,20,77.502123
8.987667,20,77.543309
18.510982,20,77.586066
-16.866316,20,77.626507
-7.4,20,77.665605
14.353383,13,77.693761
41.54,6,77.707799
5.7275,20,77.749675
7.6225,20,77.79353
-74.0525,20,77.833745
17.277333,20,77.874784
13.313333,20,77.919081
10.091579,20,77.960492
11.766667,20,78.003894
3.94,20,78.046121
8.987667,20,78.088303
44.42,10,78.1094
-34.365789,20,78.150995
-16.127368,20,78.195283
45.77625,16,78.229485
45.44625,19,78.270679
2.1875,20,78.313762
45.44625,19,78.353329
5.1875,20,78.397196
37.4,7,78.412765
-6.00781,20,78.456396
25.693333,9,78.47475
33.876667,7,78.489173
3.126447,20,78.532435
46.40625,11,78.552289
33.1175,11,78.574767
6.4225,20,78.618422
18.18875,20,78.659005
5.2225,20,78.698391
30.1425,10,78.723152
-32.934737,20,78.762244
45.08625,9,78.780554
8.987667,20,78.826747
9.257,20,78.866958
-12.077425,20,78.907259
45.89625,12,78.932767
24.0875,20,78.97215
24.0875,20,79.015563
8.7875,20,79.056627
37.49,7,79.071759
-5.645,20,79.113945
12.564286,20,79.15457
12.9425,20,79.196811
37.086667,8,79.215927
29.185,18,79.250277
29.185,18,79.287073
20.430982,20,79.330819
19.848,20,79.371627
21.350348,20,79.412246
11.970526,20,79.457672
31.948667,10,79.478982
12.156842,20,79.528433
-4.867833,13,79.558556
13.391071,20,79.60343
46.40625,11,79.628114
4.8575,20,79.666833
31.915,17,79.699278
31.255,19,79.740949
46.64625,9,79.758285
-16.74,20,79.797803
27.8325,17,79.836235
-0.019643,20,79.876372
30.505,14,79.90372
46.40625,11,79.927809
-35.823839,10,79.949251
6.225,20,79.988395
3.9875,20,80.029196
15.06,20,80.071065
7.6625,20,80.111037
5.586667,20,80.153947
-27.052105,20,80.194644
43.253304,6,80.208549
-27.052105,20,80.250643
-0.8,20,80.291023
40.160982,19,80.327467
12.9425,20,80.371061
-3.8,20,80.412962
6.6825,20,80.456904
-8.6,20,80.498317
16.9375,20,80.541707
34.43,16,80.575293
5.2225,20,80.617971
10.732143,20,80.659047
46.55625,8,80.675698
46.88625,7,80.688308
21.78875,20,80.727651
-7.03,1,80.732005
0.086295,20,80.773753
-7.308421,20,80.812884
11.766002,20,80.854112
2.481421,20,80.895336
47.12625,5,80.906288
25.210667,7,80.921201
46.88625,7,80.933729
33.5675,6,80.947865
35.292167,5,80.960278
4.325,20,81.000811
35.856667,7,81.016896
16.564667,13,81.047658
35.196667,9,81.068267
1.3125,20,81.10731
-13.365789,20,81.14704
3.659137,14,81.179146
12.211457,20,81.222033
12.9775,19,81.260691
21.34,10,81.285989
35.856667,7,81.306885
8.880921,20,81.364224
-4.535,16,81.39698
-2.404737,20,81.436962
-4.393333,16,81.471551
29.5075,6,81.485305
30.8125,7,81.499928
-0.556617,20,81.539151
7.0175,20,81.583055
16.3375,20,81.624267
34.566833,5,81.633369
11.03125,20,81.6754
-3.288421,20,81.716164
-5.18,20,81.755156
-2.7,20,81.797732
3.1625,20,81.840188
3.279137,20,81.881669
-7.4,20,81.923829
6.117738,20,81.964653
25.9225,18,82.004421
2.68,20,82.045795
23.9025,11,82.06887
-15.684737,20,82.108112
14.29375,20,82.148669
25.135,15,82.17681
3.88,20,82.218644
32.56,9,82.238702
-7.4,20,82.276986
9.785,20,82.318624
9.3425,20,82.359739
53.445923,14,82.38748
8.7425,20,82.431206
30.2725,13,82.457872
1.317738,20,82.49898
-7.424571,20,82.542951
0.809137,19,82.582396
30.835,13,82.609962
-5.720863,20,82.652313
38.878125,15,82.682892
21.11875,20,82.724174
21.71875,20,82.766725
22.5,16,82.798359
22.836548,17,82.83593
30.505,14,82.864849
-74.4,20,82.904286
8.196429,20,82.948243
18.18875,20,82.990052
8.6225,20,83.032005
26.938482,18,83.067173
7.6875,20,83.108022
-5.204436,20,83.151
4.48,20,83.191526
32.245,16,83.224686
29.185,18,83.26303
-32.934737,20,83.303061
-3.222462,20,83.346336
-4.224211,20,83.386651
33.5225,18,83.425944
22.176548,19,83.467005
-26.06,13,83.492751
36.71,10,83.514647
14.8325,20,83.559842
-9.2,20,83.600903
1.3325,20,83.645014
35.172667,15,83.674424
6.64,20,83.714684
8.174333,20,83.757976
-11.6425,20,83.797745
-15.88,20,83.842564
12.666667,20,83.884677
30.175,15,83.912393
30.175,15,83.94527
10.14,20,83.98476
12.67,20,84.025017
4.48,20,84.068505
4.833333,20,84.106825
18.18875,20,84.148626
3.18247,20,84.190017
12.5325,20,84.228403
8.609286,20,84.270243
20.69875,20,84.310784
4.48,20,84.355258
33.025,10,84.376838
-0.47,6,84.387542
-28.195,20,84.42685
20.257274,20,84.47005
17.33125,20,84.511609
-10.6,20,84.555647
26.106548,18,84.595813
-29.593895,20,84.635976
-2.18,12,84.661852
26.0615,14,84.688165
-18.8325,20,84.727528
43.406667,12,84.75278
-8.44,20,84.795511
-19.472,20,84.836322
9.587667,20,84.878217
13.113333,20,84.917543
0.28,20,84.95796
8.7425,20,85.00063
29.9225,18,85.038155
30.175,15,85.066317
-2.1225,20,85.108885
32.3675,14,85.138353
-5.2475,20,85.179793
7.7,20,85.220098
13.1,20,85.260501
14.3,20,85.301349
-3.772,20,85.342426
8.8,20,85.679144
10.831571,20,85.721475
-13.6775,20,85.76213
45.716667,5,85.772227
-7.4,20,85.812986
18.539667,14,85.84272
-25.32,20,85.881789
20.729667,11,85.905194
-7.4,20,85.945053
15.9075,20,85.985843
4.318333,20,86.028242
47.5325,13,86.056288
45.327321,6,86.068193
20.519667,8,86.08407
0.3225,20,86.126088
-31.693947,20,86.166692
-1.5675,20,86.210166
32.2925,9,86.22633
32.2925,9,86.246428
16.107857,20,86.283923
33.475,5,86.294611
-9.1,20,86.33693
29.5075,6,86.349066
10.875,20,86.390266
-14.419895,20,86.430258
33.475,5,86.444048
33.475,5,86.453101
-8.02,4,86.46208
33.475,5,86.472643
33.475,5,86.482279
39.6425,13,86.513353
6.130592,20,86.553417
4.833333,20,86.593309
4.48,20,86.636971
-17.942857,20,86.676807
50.548333,6,86.686967
-7.4,20,86.729509
-11.023,15,86.760612
6.478961,20,86.799881
42.17,6,86.810601
-3.41,20,86.854753
32.26,18,86.891776
0.63,20,86.934064
-8.2,17,86.967945
-4.405625,20,87.009406
5.025,20,87.053714
4.535357,20,87.092578
8.346548,20,87.135361
9.678482,20,87.177043
6.225,20,87.215964
9.14563,20,87.257494
14.515028,20,87.298018
4.406071,20,87.339187
17.227321,20,87.379925
48.405923,16,87.413635
4.7125,20,87.456126
1.677143,20,87.499546
15.8525,20,87.541746
30.505,14,87.572613
39.565,5,87.582113
42.746667,14,87.610569
-8.1,20,87.652462
-2.997,20,87.69201
-30.789368,20,87.732026
5.2875,20,87.775569
22.700333,19,87.815551
16.183374,20,87.858292
53.595923,19,87.897663
-0.026786,20,87.938564
3.717167,20,87.979483
6.225,20,88.015775
29.6525,17,88.050927
11.677752,20,88.092036
-22.217528,20,88.131758
34.2085,7,88.148915
-9.713147,20,88.189229
-8.34278,20,88.231464
-2.972,20,88.273548
13.26,20,88.314248
-9.36,20,88.356071
14.1725,20,88.397844
-1.57125,20,88.437354
17.514732,20,88.481482
1.917167,20,88.521818
1.917167,20,88.565912
29.9825,16,88.599426
2.83,20,88.6412
33.415,7,88.656158
12.66,20,88.699403
11.270333,20,88.739659
10.670333,20,88.782869
-1.809474,20,88.826118
38.425,11,88.847336
-7.4,20,88.889929
6.686667,20,88.929257
22.4,20,88.973846
5.1875,20,89.01724
-2.0325,6,89.030165
-10.66,20,89.068523
16.1,20,89.111627
32.785,8,89.12831
0.7325,20,89.169392
-7.131161,20,89.211282
-6.5625,15,89.241302
31.165,12,89.266622
-7.84875,20,89.308421
-3.124737,20,89.350552
13.769167,20,89.397323
5.4575,20,89.440946
-7.4,20,89.484624
-30.789368,20,89.522526
9.6,20,89.561891
5.43,20,89.605678
5.722105,20,89.644628
20.859412,20,89.685537
2.625536,20,89.727985
29.185,18,89.764789
34.97,15,89.797861
2.625536,20,89.840251
12.715,20,89.881214
37.989167,13,89.909455
29.845,16,89.942449
20.912603,20,89.9822
8.7875,20,90.025368
-7.4,20,90.066724
5.43,20,90.109674
-1.6475,20,90.149636
-20.868421,20,90.187349
37.73,13,90.218062
11.9,20,90.258549
15.615,20,90.297256
17.7,20,90.340435
9.7925,20,90.381494
10.14,20,90.426615
-24.555526,20,90.468372
-3.551786,20,90.514911
23.067628,20,90.556155
18.8175,20,90.596768
18.0125,20,90.639094
10.176667,20,90.678517
24.5065,20,90.722553
9.508,20,90.764151
6.686667,20,90.805495
5.1875,20,90.848362
15.8,20,90.891023
33.175,15,90.924666
11.644013,20,90.963586
-11.302105,20,91.003254
21.653806,20,91.052566
20.1325,20,91.092937
8.625,20,91.136133
19.5325,20,91.176578
5.1875,20,91.219088
5.1875,20,91.262035
27.725,20,91.322648
14.83265,20,91.375067
-12.12,20,91.417558
23.42,16,91.453336
11.38,20,91.495401
10.425,20,91.53511
-5.9,20,91.578294
12.666667,20,91.618516
11.3,20,91.662202
35.381667,11,91.688266
34.781667,11,91.713241
15.806667,20,91.758912
-7.86,20,91.803576
-2.654408,20,91.848498
13.26,20,91.8958
13.26,20,91.939229
8.073571,20,91.981889
4.8325,20,92.023288
23.665179,20,92.068345
15.806667,20,92.111196
19.83125,20,92.155982
21.26,20,92.200283
21.666667,20,92.2416
37.765,16,92.27697
18.99,20,92.318589
1.4,20,92.363877
6.686667,20,92.407941
-47.95,20,92.450538
10.14,20,92.497844
16.4025,20,92.538405
-11.343333,20,92.582225
10.14,20,92.623209
37.73,6,92.634049
21.899,20,92.677088
3.52,20,92.716953
38.06,5,92.726202
13.88,20,92.766267
8.2875,20,92.808243
15.806667,20,92.849042
-2.31,3,92.855785
14.811786,20,92.899686
12.884947,20,92.94136
23.210808,20,92.984096
-3.279474,3,92.990805
8.2875,20,93.030927
18.70125,20,93.070001
38.15,5,93.084074
8.466667,20,93.124653
38.4375,4,93.133244
-4.04875,20,93.175138
28.06,18,93.218268
33.475,5,93.228065
3.558929,20,93.269927
8.272,20,93.314747
20.43125,20,93.353962
12.666667,20,93.39796
32.026667,16,93.431143
36.183304,15,93.462916
12.474211,20,93.510412
15.3375,20,93.552104
13.95,20,93.592385
2.427321,20,93.635542
28.24,16,93.668333
5.518333,20,93.711346
1.0195,20,93.752367
-5.003214,20,93.791795
10.14,20,93.835127
3.52,20,93.874274
-21.821429,20,93.917037
8.809821,20,93.958214
2.4,20,93.999204
-14.071429,15,94.034935
14.360714,20,94.077446
-10.828571,20,94.122285
17.43125,20,94.167224
12.666667,20,94.207424
1.287857,20,94.253843
39.3825,4,94.262429
9.889643,20,94.305157
31.165,12,94.334055
19.83125,20,94.375378
32.485,8,94.393173
-3.976212,20,94.43911
42.93375,19,94.475725
17.9125,15,94.508363
18.2025,20,94.553035
18.8025,20,94.59517
20.1325,20,94.640236
2.405263,20,94.680035
33.415,7,94.694882
2.235,20,94.735522
33.475,5,94.745762
-3.976212,20,94.787194
5.1875,20,94.827852
32.8925,9,94.848194
12.666667,20,94.889471
20.962083,20,94.930571
33.415,7,94.948741
9.4,20,94.989283
-56.64375,20,95.029579
-8.5,20,95.071707
7.605122,20,95.113827
5.36,20,95.158827
12.666667,20,95.200264
2.68,20,95.239116
-0.68,20,95.280495
33.475,5,95.291373
52.006071,12,95.317981
3.9875,20,95.36165
12.666667,20,95.403274
33.475,5,95.414224
33.475,5,95.426674
-0.205625,20,95.469101
32.155,9,95.486981
8.146333,20,95.529361
14.6025,20,95.572167
26.872632,12,95.5955
18.265,20,95.637037
5.8825,20,95.680619
11.3,20,95.721275
31.7275,19,95.763519
5.258,20,95.804106
-2.770427,20,95.844043
0.048214,20,95.888519
6.672686,20,95.928069
-1.232519,20,95.970567
43.219034,8,95.987419
23.025,10,96.006553
31.274,4,96.015126
23.295,11,96.038042
-6.3,20,96.080856
5.7725,20,96.123415
0.515,20,96.165673
20.43125,20,96.207887
9.880179,20,96.527232
18.8025,20,96.566363
25.727667,12,96.593166
26.057667,11,96.616237
25.727667,12,96.641673
11.3,20,96.682261
6.87125,20,96.724022
15.765,20,96.763255
2.536429,20,96.806249
2.536429,20,96.848487
0.812763,20,96.891776
36.315833,4,96.900329
-6.290179,20,96.941571
36.315833,4,96.950267
-12.514652,20,96.99038
-9.89,20,97.033603
-1.025,20,97.073534
11.1675,20,97.114376
18.495,20,97.155362
3.525,20,97.195016
14.318214,20,97.238275
14.606667,20,97.27817
-0.574833,20,97.31956
13.26,20,97.362302
18.085,20,97.409449
12.666667,20,97.45299
35.921167,4,97.462374
18.8025,20,97.50809
-3.952679,20,97.549553
10.670333,20,97.592325
11.270333,20,97.634348
12.666667,20,97.676848
0.659192,20,97.721335
42.765686,11,97.744051
35.921167,4,97.752466
-8.422105,20,97.793473
-31.247368,20,97.83464
6.66,20,97.87619
-0.962321,20,97.920032
-6.94,20,97.96056
-15.408036,20,98.002883
16.111,20,98.045967
18.8025,20,98.085283
32.155,9,98.10573
32.755,9,98.126274
27.735,16,98.158586
16.530982,20,98.199394
-1.669286,20,98.241622
15.466667,20,98.282114
14.084821,20,98.322763
16.530982,20,98.36484
37.1215,5,98.374669
18.235652,20,98.418092
-0.551786,20,98.461336
-44.125263,20,98.502069
9.4,20,98.547167
13.259821,20,98.589141
-30.1805,20,98.629765
8.749286,20,98.675001
0.4195,20,98.715383
-19.097789,20,98.758882
1.76,20,98.79947
21.78875,20,98.843925
39.06625,8,98.861309
31.1625,16,98.895426
33.145,6,98.909796
33.475,5,98.921258
26.32,11,98.947685
18.283333,19,98.98643
31.1625,16,99.022577
27.187167,6,99.037844
35.084611,7,99.055548
-0.909784,11,99.078992
28.99,17,99.114238
27.187167,6,99.126192
31.366667,18,99.165716
30.7,20,99.206864
8.2275,20,99.245941
14.865,12,99.272069
-2.275,20,99.310457
34.86,13,99.337461
33.145,6,99.347812
33.475,5,99.362227
24.163929,15,99.390825
33.415,7,99.406399
33.415,7,99.421859
33.475,5,99.431651
34.830982,20,99.474962
-10.693684,20,99.519523
17.505,20,99.562332
0.339577,20,99.604699
10.975893,20,99.644514
35.921167,4,99.654013
18.0125,20,99.698344
-2.00735,20,99.740358
8.466667,20,99.78359
3.899013,20,99.825364
-33.8375,20,99.86835
19.606667,12,99.892567
20.519667,8,99.909876
20.849667,7,99.926395
20.189667,9,99.944105
16.4025,20,99.989694
46.4,4,99.998702
46.4,4,100.007781
-30.89,20,100.048816
-7.890947,20,100.093163
16.530982,20,100.13591
-3.55375,20,100.181083
28.236964,20,100.221784
0.223788,20,100.263963
-9.17625,20,100.309393
-0.1805,20,100.35107
1.0195,20,100.397242
16.365,20,100.438391
2.1225,20,100.482303
20.816333,17,100.520344
1.318333,20,100.562363
-18.79,20,100.605175
-4.529643,20,100.646088
3.560833,20,100.69268
18.802321,20,100.732961
0.841071,20,100.775516
5.215714,20,100.818533
14.541,20,100.862382
8.145167,20,100.905306
-11.514286,20,100.945478
22.02,20,100.987998
8.146333,20,101.034575
12.666667,20,101.079574
1.918333,20,101.123173
15.095179,20,101.165619
-11.743158,20,101.213822
-4.872857,20,101.254338
-7.4,20,101.314882
8.145167,20,101.36854
16.530982,20,101.412654
16.23125,20,101.454968
-20.773684,20,101.496059
45.05,13,101.529916
-18.628571,20,101.573149
18.205,20,101.615191
12.666667,20,101.657048
12.666667,20,101.699428
23.355,9,101.721462
-11.32,14,101.746871
23.415,7,101.763658
7.630357,8,101.781695
20.43125,20,101.828925
2.645,20,101.868468
-1.4,20,101.91178
-7.4,20,101.95412
15.585,20,101.994898
-7.4,20,102.038841
17.370982,20,102.080332
-7.4,20,102.121432
-8.16,20,102.163798
3.8,20,102.205465
52.021786,19,102.247207
33.9425,4,102.256133
23.196476,20,102.300009
35.960982,19,102.340814
9.741,20,102.381277
4.833333,20,102.424421
-7.4,20,102.466267
-7.4,20,102.505243
6.686667,20,102.549071
-3.551786,20,102.589545
13.365,20,102.630506
-2.963393,20,102.67203
-2.951786,20,102.71215
36.548,7,102.724132
-6.9,20,102.768605
-7.36,2,102.773675
38.5275,4,102.782985
27.98,11,102.805276
38.5275,4,102.81476
45.35625,18,102.852804
-7.4,20,102.892339
14.066786,20,102.93357
37.4515,4,102.942836
37.4515,4,102.953529
37.4515,4,102.962094
-7.4,20,103.000359
37.4515,4,103.009255
37.4515,4,103.017695
35.234333,6,103.031426
3.4,20,103.074221
39.050226,17,103.10832
36.950982,16,103.141196
35.5905,4,103.1499
37.841607,16,103.183652
35.921167,4,103.193769
31.003333,11,103.216558
12.466979,20,103.259545
32.683333,15,103.287258
34.2555,4,103.29647
3.9725,20,103.334743
39.470982,16,103.370574
13.965,20,103.411676
45.68625,17,103.449343
-16.324632,2,103.45209
5.3825,20,103.495915
-29.593895,20,103.539262
21.1415,8,103.556894
21.4715,7,103.57376
38.810982,14,103.601683
40.280982,15,103.63186
37.4515,4,103.641068
39.242585,14,103.671299
-23.624842,20,103.711089
-6.8,20,103.749955
-21.373947,20,103.793039
19.890982,20,103.834852
22.594333,15,103.865257
16.530982,20,103.918585
11.387064,20,103.963608
42.11,17,104.004155
38.140301,18,104.038773
12.765,20,104.079696
37.0614,19,104.117317
41.680348,19,104.155352
36.620982,17,104.191888
36.950982,16,104.223428
-2.954211,20,104.264051
33.9425,4,104.272309
17.58875,20,104.315507
-31.434737,20,104.354285
2.629135,20,104.398136
37.4515,4,104.407312
-17.842632,20,104.449375
12.13,14,104.477195
18.030333,7,104.496448
18.030333,7,104.511863
34.6035,5,104.523746
-7.4,20,104.56263
38.428095,6,104.576578
33.867833,7,104.58868
34.2555,4,104.600177
33.8975,5,104.614333
-4.520863,20,104.661937
16.23125,20,104.708808
33.83,19,104.744213
45.68625,17,104.781965
38.5275,4,104.791074
13.365,20,104.834681
14.690714,20,104.874351
24.518482,20,104.916666
33.949167,5,104.92734
-22.6,20,104.967903
-9.36,20,105.008381
44.33625,12,105.03332
46.831429,13,105.059333
36.315833,4,105.067941
15.592058,20,105.109081
36.950982,16,105.142525
34.208833,6,105.156697
34.208833,6,105.167909
19.38875,20,105.211148
25.210667,7,105.226851
5.982211,20,105.267464
29.02,16,105.301084
33.8975,5,105.313347
33.5675,6,105.327058
15.8025,20,105.367827
-7.4,20,105.406032
4.48,20,105.45119
25.210667,7,105.464458
25.150667,9,105.486
23.587649,17,105.524177
15.61,20,105.565153
13.859286,20,105.605237
-7.4,20,105.64599
33.6425,12,105.670133
16.530982,20,105.710537
-22.058842,20,105.752283
-8.76,20,105.7932
13.505,20,105.836976
25.2925,19,105.875073
-51.86,20,105.915003
-1.075,20,105.959591
1.033333,20,105.998145
16.23125,20,106.039274
-11.3,20,106.078276
41.1725,5,106.087824
5.912179,20,106.126461
-1.6,20,106.167998
23.61625,20,106.208488
-1.205,20,106.250929
45.62625,19,106.288261
-27.052105,20,106.326751
50.72875,12,106.354609
41.8525,19,106.392463
-22.577054,16,106.424321
16.4725,20,106.467524
17.1375,20,106.507232
11.113393,20,106.552306
37.1215,5,106.56464
45.44625,19,106.602509
-15.684737,20,106.640154
37.4515,4,106.65196
37.1215,5,106.663737
-7.69,3,106.667666
37.5025,19,106.706506
23.43625,20,106.747965
-10.118421,20,106.789959
41.483304,19,106.829627
33.8975,5,106.840266
33.931167,4,106.849217
13.590564,20,106.89237
17.7325,20,106.933686
51.45125,17,106.969519
37.4515,4,106.978611
37.1215,5,106.990497
21.32,16,107.022785
-22.732321,13,107.046677
